Disease ID,Disorder name,Gene symbols,OMIM ID,Chromosome,Class
177,Axenfeld anomaly (3),"FOXC1, FKHL7, FREAC3",601090,6p25,Ophthamological
178,Azoospermia (3),"USP9Y, DFFRY",400005,Yq11.2,Endocrine
178,"Azoospermia due to perturbations of meiosis, 270960 (3)","SYCP3, SCP3, COR1",604759,12q23,Endocrine
180,"Bamforth-Lazarus syndrome, 241850 (3)","FOXE1, FKHL15, TITF2, TTF2",602617,9q22,Endocrine
182,"Bannayan-Riley-Ruvalcaba syndrome, 153480 (3)","PTEN, MMAC1",601728,10q23.31,Unclassified
182,"Bannayan-Zonana syndrome, 153480 (3)","PTEN, MMAC1",601728,10q23.31,Unclassified
183,"Bardet-Biedl syndrome 1, 209900 (3)",BBS1,209901,11q13,multiple
183,"Bardet-Biedl syndrome 1, modifier of, 209900 (3)","ARL6, BBS3",608845,3p12-q13,multiple
183,"Bardet-Biedl syndrome, 209900 (3)",BBS7,607590,4q27,multiple
183,"Bardet-Biedl syndrome 2, 209900 (3)",BBS2,606151,16q21,multiple
183,"Bardet-Biedl syndrome 3, 600151 (3)","ARL6, BBS3",608845,3p12-q13,multiple
183,"Bardet-Biedl syndrome 4, 209900 (3)",BBS4,600374,15q22.3-q23,multiple
183,"Bardet-Biedl syndrome 5, 209900 (3)",BBS5,603650,2q31,multiple
183,"Bardet-Biedl syndrome 6, 209900 (3)","MKKS, HMCS, KMS, MKS, BBS6",604896,20p12,multiple
183,"Bardet-Biedl syndrome 8, 209900 (3)","TTC8, BBS8",608132,14q32.1,multiple
184,"Bare lymphocyte syndrome, type I, 604571 (3)","TAPBP, TPSN",601962,6p21.3,Immunological
184,"Bare lymphocyte syndrome, type I, due to TAP2 deficiency, 604571 (3)","TAP2, ABCB3, PSF2, RING11",170261,6p21.3,Immunological
184,"Bare lymphocyte syndrome, type II, complementation group A, 209920 (3)","MHC2TA, C2TA",600005,16p13,Immunological
184,"Bare lymphocyte syndrome, type II, complementation group C, 209920 (3)",RFX5,601863,1q21.1-q21.3,Immunological
184,"Bare lymphocyte syndrome, type II, complementation group D, 209920 (3)",RFXAP,601861,13q14,Immunological
184,"Bare lymphocyte syndrome, type II, complementation group E, 209920 (3)",RFX5,601863,1q21.1-q21.3,Immunological
185,"Barth syndrome, 302060 (3)","TAZ, EFE2, BTHS, CMD3A, LVNCX",300394,Xq28,multiple
186,"Bart-Pumphrey syndrome, 149200 (3)","GJB2, CX26, DFNB1, PPK, DFNA3, KID,
HID",121011,13q11-q12,multiple
187,"Bartter syndrome, type 1, 601678 (3)","SLC12A1, NKCC2",600839,15q15-q21.1,multiple
187,"Bartter syndrome, type 2, 241200 (3)","KCNJ1, ROMK1",600359,11q24,multiple
187,"Bartter syndrome, type 3, 607364 (3)",CLCNKB,602023,1p36,multiple
187,"Bartter syndrome, type 4, 602522 (3)",BSND,606412,1p31,multiple
187,"Bartter syndrome, type 4, digenic, 602522 (3)",CLCNKA,602024,1p36,multiple
187,"Bartter syndrome, type 4, digenic, 602522 (3)",CLCNKB,602023,1p36,multiple
188,Basal cell carcinoma (3),"RASA1, GAP, CMAVM, PKWS",139150,5q13.3,Cancer
188,"Basal cell carcinoma, somatic, 605462 (3)",PTCH2,603673,1p32,Cancer
188,"Basal cell carcinoma, somatic, 605462 (3)","PTCH, NBCCS, BCNS, HPE7",601309,9q22.3,Cancer
188,"Basal cell carcinoma, sporadic (3)","SMOH, SMO",601500,7q31-q32,Cancer
2188,"Basal cell nevus syndrome, 109400 (3)","PTCH, NBCCS, BCNS, HPE7",601309,9q22.3,multiple
4188,"Basal ganglia disease, adult-onset, 606159 (3)",FTL,134790,19q13.3-q13.4,Neurological
4188,"Basal ganglia disease, biotin-responsive, 607483 (3)",SLC19A3,606152,2q36.3,Neurological
190,"B-cell non-Hodgkin lymphoma, high-grade (3)","BCL7A, BCL7",601406,12q24.1,Cancer
191,"BCG infection, generalized familial (3)",IFNGR1,107470,6q23-q24,Immunological
192,"Beare-Stevenson cutis gyrata syndrome, 123790 (3)","FGFR2, BEK, CFD1, JWS",176943,10q26,multiple
193,"Becker muscular dystrophy, 300376 (3)","DMD, BMD",300377,Xp21.2,Muscular
193,"Becker muscular dystrophy modifier, 310200 (3)",MYF6,159991,12q21,Muscular
194,"Beckwith-Wiedemann syndrome, 130650 (3)","CDKN1C, KIP2, BWS",600856,11p15.5,multiple
194,"Beckwith-Wiedemann syndrome, 130650 (3)","H19, D11S813E, ASM1, BWS",103280,11p15.5,multiple
194,"Beckwith-Wiedemann syndrome, 130650 (3)","KCNQ10T1, LIT1",604115,11p15.5,multiple
194,"Beckwith-Wiedemann syndrome, 130650 (3)","NSD1, ARA267, STO",606681,5q35,multiple
195,"Benzene toxicity, susceptibility to (3)","NQO1, DIA4, NMOR1",125860,16q22.1,Unclassified
196,"Bernard-Soulier syndrome, 231200 (3)",GP1BA,606672,17pter-p12,Hematological
196,"Bernard-Soulier syndrome, type B, 231200 (3)",GP1BB,138720,22q11.2,Hematological
196,"Bernard-Soulier syndrome, type C (3)",GP9,173515,Chr.3,Hematological
197,"Beryllium disease, chronic, susceptibility to (3)",HLA-DPB1,142858,6p21.3,Unclassified
198,"Beta-2-adrenoreceptor agonist, reduced response to (3)",ADRB2,109690,5q32-q34,Unclassified
199,Beta-ureidopropionase deficiency (3),"UPB1, BUP1",606673,22q11.2,Metabolic
200,"Bethlem myopathy, 158810 (3)","COL6A1, OPLL",120220,21q22.3,Muscular
200,"Bethlem myopathy, 158810 (3)",COL6A2,120240,21q22.3,Muscular
200,"Bethlem myopathy, 158810 (3)",COL6A3,120250,2q37,Muscular
201,"Bietti crystalline corneoretinal dystrophy, 210370 (3)","CYP4V2, BCD",608614,4q35.1,Ophthamological
202,"Bile acid malabsorption, primary (3)","SLC10A2, NTCP2",601295,13q33,Gastrointestinal
203,"Biotinidase deficiency, 253260 (3)",BTD,609019,3p25,Metabolic
204,"Bipolar disorder, susceptibility to, 125480 (3)","XBP1, XBP2",194355,22q12,Psychiatric
205,"Birt-Hogg-Dube syndrome, 135150 (3)","FLCN, BHD",607273,17p11.2,Dermatological
207,"Bladder cancer, 109800 (3)","FGFR3, ACH",134934,4p16.3,Cancer
207,"Bladder cancer, 109800 (3)","KRAS2, RASK2",190070,12p12.1,Cancer
207,"Bladder cancer, 109800 (3)",RB1,180200,13q14.1-q14.2,Cancer
207,"Bladder cancer, somatic, 109800 (3)",HRAS,190020,11p15.5,Cancer
208,"Blau syndrome, 186580 (3)","CARD15, NOD2, IBD1, CD, ACUG,
PSORAS1",605956,16q12,multiple
209,Bleeding disorder due to defective thromboxane A2 receptor (3),TBXA2R,188070,19p13.3,Hematological
209,"Bleeding due to platelet ADP receptor defect, 600515 (3)","P2RX1, P2X1",600845,17p13.3,Hematological
210,"Blepharophimosis, epicanthus inversus, and ptosis, type 1, 110100 (3)","FOXL2, BPES, BPES1, PFRK, POF3",605597,3q23,multiple
210,"Blepharophimosis, epicanthus inversus, and ptosis, type 2, 110100 (3)","FOXL2, BPES, BPES1, PFRK, POF3",605597,3q23,multiple
211,"Blepharospasm, primary benign, 606798 (3)","DRD5, DRD1B, DRD1L2",126453,4p16.1-p15.3,Ophthamological
212,"Blood group, ABO system (3)",ABO,110300,9q34,Hematological
212,"Blood group, Auberger system (3)","LU, AU, BCAM",111200,19q13.2,Hematological
212,"Blood group, Colton, 110450 (3)","AQP1, CHIP28, CO",107776,7p14,Hematological
212,Blood group Cromer (3),DAF,125240,1q32,Hematological
212,"Blood group, Diego, 110500 (3)","SLC4A1, AE1, EPB3",109270,17q21-q22,Hematological
212,"Blood group, Dombrock (3)","ART4, DO",110600,12p13-p12,Hematological
212,"Blood group, Gerbich (3)","GYPC, GE, GPC",110750,2q14-q21,Hematological
212,"Blood group GIL, 607457 (3)",AQP3,600170,9p13,Hematological
212,"Blood group, Ii, 110800 (3)",GCNT2,600429,6p24-p23,Hematological
212,"Blood group, Indian system (3)","CD44, MDU2, MDU3, MIC4",107269,11pter-p13,Hematological
212,"Blood group, Kell (3)",KEL,110900,7q33,Hematological
212,"Blood group, Kidd (3)","SLC14A1, JK, UTE, UT1",111000,18q11-q12,Hematological
212,"Blood group, Knops system, 607486 (3)","CR1, C3BR",120620,1q32,Hematological
212,"Blood group, Landsteiner-Wiener (3)",LW,111250,19p13.3,Hematological
212,"Blood group, Lewis (3)","FUT3, LE",111100,19p13.3,Hematological
212,"Blood group, Lutheran system (3)","LU, AU, BCAM",111200,19q13.2,Hematological
212,"Blood group, MN (3)","GYPA, MN, GPA",111300,4q28.2-q31.1,Hematological
212,"Blood group, OK, 111380 (3)",BSG,109480,19p13.3,Hematological
212,"Blood group, P system, 111400 (3)","A4GALT, PK",607922,22q13.2,Hematological
212,"Blood group, P system, 111400 (3)","B3GALT3, GLCT3, P",603094,3q25,Hematological
212,"Blood group, Rhesus (3)",RHCE,111700,1p36.2-p34,Hematological
212,"Blood group, Ss (3)","GYPB, SS, MNS",111740,4q28-q31,Hematological
212,"Blood group, Waldner, 112010 (3)","SLC4A1, AE1, EPB3",109270,17q21-q22,Hematological
212,"Blood group, Wright, 112050 (3)","SLC4A1, AE1, EPB3",109270,17q21-q22,Hematological
212,"Blood group, XG system (3)",XG,314700,Xpter-p22.32,Hematological
212,"Blood group, Yt system, 112100 (3)","ACHE, YT",100740,7q22,Hematological
213,"Bloom syndrome, 210900 (3)","RECQL3, RECQ2, BLM, BS",604610,15q26.1,Cancer
214,"Blue-cone monochromacy, 303700 (3)","OPN1LW, RCP, CBP, CBBM",303900,Xq28,Ophthamological
214,"Blue-cone monochromacy, 303700 (3)","OPN1MW, GCP, CBD, CBBM",303800,Xq28,Ophthamological
216,Bombay phenotype (3),"FUT1, H, HH",211100,19q13.3,Hematological
216,Bombay phenotype (3),"FUT2, SE",182100,19q13.3,Hematological
217,"Bone mineral density variability 1, 601884 (3)","LRP5, BMND1, LRP7, LR3, OPPG,
VBCH2",603506,11q13.4,Bone
218,"Borjeson-Forssman-Lehmann syndrome, 301900 (3)","PHF6, BFLS",300414,Xq26.3,multiple
220,"Bosley-Salih-Alorainy syndrome, 601536 (3)","HOXA1, HOX1F, BSAS",142955,7p15.3,Neurological
221,"Bothnia retinal dystrophy, 607475 (3)",RLBP1,180090,15q26,Ophthamological
224,"Brachydactyly, type A1, 112500 (3)","IHH, BDA1",600726,2q33-q35,Skeletal
224,"Brachydactyly, type A2, 112600 (3)","BMPR1B, ALK6",603248,4q23-q24,Skeletal
224,"Brachydactyly, type B1, 113000 (3)","ROR2, BDB1, BDB, NTRKR2",602337,9q22,Skeletal
224,"Brachydactyly, type C, 113100 (3)","GDF5, CDMP1",601146,20q11.2,Skeletal
224,"Brachydactyly, type D, 113200 (3)","HOXD13, HOX4I, SPD",142989,2q31-q32,Skeletal
224,"Brachydactyly, type E, 113300 (3)","HOXD13, HOX4I, SPD",142989,2q31-q32,Skeletal
225,"Bradyopsia, 608415 (3)","R9AP, RGS9, PERRS",607814,19q13.11,Ophthamological
225,"Bradyopsia, 608415 (3)","RGS9, PERRS",604067,17q23-q24,Ophthamological
226,Branchiootic syndrome (3),"EYA1, BOR",601653,8q13.3,Neurological
226,"Branchiootorenal syndrome, 113650 (3)","EYA1, BOR",601653,8q13.3,Neurological
226,"Branchiootorenal syndrome with cataract, 113650 (3)","EYA1, BOR",601653,8q13.3,Neurological
228,"Breast and colorectal cancer, susceptibility to (3)","CHEK2, RAD53, CHK2, CDS1, LFS2",604373,22q12.1,Cancer
228,"Breast cancer, 114480 (3)",PIK3CA,171834,3q26.3,Cancer
228,"Breast cancer, 114480 (3)","PPM1D, WIP1",605100,17q22-q23,Cancer
228,"Breast cancer, 114480 (3)","SLC22A1L, BWSCR1A, IMPT1",602631,11p15.5,Cancer
228,"Breast cancer, 114480 (3)","TP53, P53, LFS1",191170,17p13.1,Cancer
228,Breast cancer-1 (3),"BRCA1, PSCP",113705,17q21,Cancer
228,"Breast cancer 2, early onset (3)","BRCA2, FANCD1",600185,13q12.3,Cancer
228,Breast cancer (3),TSG101,601387,11p15.2-p15.1,Cancer
228,"Breast cancer, early-onset, 114480 (3)","BRIP1, BACH1, FANCJ",605882,17q22,Cancer
228,"Breast cancer, invasive intraductal (3)","RAD54L, HR54, HRAD54",603615,1p32,Cancer
228,"Breast cancer, lobular (3)","CDH1, UVO",192090,16q22.1,Cancer
228,"Breast cancer, male, susceptibility to, 114480 (3)","BRCA2, FANCD1",600185,13q12.3,Cancer
228,"Breast cancer, male, with Reifenstein syndrome (3)","AR, DHTR, TFM, SBMA, KD, SMAX1",313700,Xq11-q12,Cancer
228,"Breast cancer, somatic, 114480 (3)","KRAS2, RASK2",190070,12p12.1,Cancer
228,"Breast cancer, somatic, 114480 (3)","RB1CC1, CC1, KIAA0203",606837,8q11,Cancer
228,"Breast cancer, sporadic (3)",PHB,176705,17q21,Cancer
228,"Breast cancer, susceptibility to, 114480 (3)","ATM, ATA, AT1",607585,11q22.3,Cancer
228,"Breast cancer, susceptibility to, 114480 (3)",BARD1,601593,2q34-q35,Cancer
228,"Breast cancer, susceptibility to, 114480 (3)","CHEK2, RAD53, CHK2, CDS1, LFS2",604373,22q12.1,Cancer
228,"Breast cancer, susceptibility to, 114480 (3)","RAD51A, RECA",179617,15q15.1,Cancer
228,"Breast cancer, susceptibility to (3)",XRCC3,600675,14q32.3,Cancer
228,Breast-ovarian cancer (3),"BRCA1, PSCP",113705,17q21,Cancer
231,"Brody myopathy, 601003 (3)","ATP2A1, SERCA1",108730,16p12,Muscular
233,"Bruck syndrome 2, 609220 (3)",PLOD2,601865,3q23-q24,Unclassified
234,"Brugada syndrome, 601144 (3)","SCN5A, LQT3, IVF, HB1, SSS1",600163,3p21,Cardiovascular
235,Brunner syndrome (3),MAOA,309850,Xp11.23,Unclassified
237,"Burkitt lymphoma, 113970 (3)",MYC,190080,8q24.12-q24.13,Cancer
238,"Buschke-Ollendorff syndrome, 166700 (3)","LEMD3, MAN1",607844,12q14,multiple
239,"Butterfly dystrophy, retinal, 169150 (3)","RDS, RP7, PRPH2, PRPH, AVMD,
AOFMD",179605,6p21.1-cen,Ophthamological
240,"C1q deficiency, type A (3)",C1QA,120550,1p36.3-p34.1,Immunological
240,"C1q deficiency, type B (3)",C1QB,120570,1p36.3-p34.1,Immunological
240,"C1q deficiency, type C (3)",C1QG,120575,1p36.3-p34.1,Immunological
240,"C1s deficiency, isolated (3)",C1S,120580,12p13,Immunological
240,C2 deficiency (3),C2,217000,6p21.3,Immunological
240,C3b inactivator deficiency (3),IF,217030,4q25,Immunological
240,C3 deficiency (3),C3,120700,19p13.3-p13.2,Immunological
240,C4 deficiency (3),"C4A, C4S",120810,6p21.3,Immunological
240,C4 deficiency (3),"C4B, C4F",120820,6p21.3,Immunological
240,C6 deficiency (3),C6,217050,5p13,Immunological
240,C7 deficiency (3),C7,217070,5p13,Immunological
240,"C8 deficiency, type II (3)",C8B,120960,1p32,Immunological
240,C9 deficiency (3),C9,120940,5p13,Immunological
240,C9 deficiency with dermatomyositis (3),C9,120940,5p13,Immunological
252,"Cafe-au-lait spots, multiple, with leukemia, 114030 (3)","MSH2, COCA1, FCC1, HNPCC1",609309,2p22-p21,Cancer
252,"Cafe-au-lait spots with glioma or leukemia, 114030 (3)","MLH1, COCA2, HNPCC2",120436,3p21.3,Cancer
253,"Caffey disease, 114000 (3)",COL1A1,120150,17q21.31-q22,Connective tissue
254,"Calcinosis, tumoral, 211900 (3)","FGF23, ADHR, HPDR2, PHPTC",605380,12p13.3,Bone
254,"Calcinosis, tumoral, 211900 (3)",GALNT3,601756,2q24-q31,Bone
255,"Campomelic dysplasia, 114290 (3)","SOX9, CMD1, SRA1",608160,17q24.3-q25.1,Skeletal
255,"Campomelic dysplasia with autosomal sex reversal, 114290 (3)","SOX9, CMD1, SRA1",608160,17q24.3-q25.1,Skeletal
256,"Camptodactyly-arthropathy-coxa vara-pericarditis syndrome, 208250 (3)","PRG4, CACP, MSF, SZP, HAPO",604283,1q24-q25,Skeletal
257,"Camurati-Engelmann disease, 131300 (3)","TGFB1, DPD1, CED",190180,19q13.1,Skeletal
258,"Canavan disease, 271900 (3)",ASPA,608034,17pter-p13,Metabolic
259,Cancer progression/metastasis (3),FGFR4,134935,5q35.1-qter,Cancer
259,Cancer susceptibility (3),"MSH6, GTBP, HNPCC5",600678,2p16,Cancer
261,"Capillary malformation-arteriovenous malformation, 608354 (3)","RASA1, GAP, CMAVM, PKWS",139150,5q13.3,Cardiovascular
262,"Carbamoylphosphate synthetase I deficiency, 237300 (3)",CPS1,608307,2q35,Metabolic
263,"Carbohydrate-deficient glycoprotein syndrome, type I, 212065 (3)","PMM2, CDG1",601785,16p13.3-p13.2,Metabolic
263,"Carbohydrate-deficient glycoprotein syndrome, type Ib, 602579 (3)","MPI, PMI1",154550,15q22-qter,Metabolic
263,"Carbohydrate-deficient glycoprotein syndrome, type II, 212066 (3)","MGAT2, CDGS2",602616,14q21,Metabolic
264,"Carboxypeptidase N deficiency, 212070 (3)","CPN1, SCPN, CPN",603103,10q24.2,Hematological
2265,Carcinoid tumor of lung (3),MEN1,131100,11q13,Cancer
265,"Carcinoid tumors, intestinal, 114900 (3)","SDHD, PGL1",602690,11q23,Cancer
267,"Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency,
604377 (3)",SCO2,604272,22q13,Cardiovascular
268,"Cardiomyopathy, Familial hypertrophic, 8, 608751 (3)","MYL3, CMH8",160790,3p,Cardiovascular
268,"Cardiomyopathy, dilated, 115200 (3)",ACTC,102540,15q14,Cardiovascular
268,"Cardiomyopathy, dilated, 115200 (3)","MYH7, CMH1, MPD1",160760,14q12,Cardiovascular
268,"Cardiomyopathy, dilated, 1A, 115200 (3)","LMNA, LMN1, EMD2, FPLD, CMD1A,
HGPS, LGMD1B",150330,1q21.2,Cardiovascular
268,"Cardiomyopathy, dilated, 1D, 601494 (3)","TNNT2, CMH2, CMD1D",191045,1q32,Cardiovascular
268,"Cardiomyopathy, dilated, 1G, 604145 (3), Tibial muscular dystrophy, tardive, 600334 (3) TTN, CMD1G, TMD, LGMD2J",,188840,2q24.3,Cardiovascular
268,"Cardiomyopathy, dilated, 1I, 604765 (3)","DES, CMD1I",125660,2q35,Cardiovascular
268,"Cardiomyopathy, dilated, 1J, 605362 (3)","EYA4, DFNA10, CMD1J",603550,6q23,Cardiovascular
268,"Cardiomyopathy, dilated, 1L, 606685 (3)","SGCD, SGD, LGMD2F, CMD1L",601411,5q33,Cardiovascular
268,"Cardiomyopathy, dilated, 1M, 607482 (3)","CSRP3, CRP3, CLP, CMD1M",600824,11p15.1,Cardiovascular
268,"Cardiomyopathy, dilated, 1N, 607487 (3)","TCAP, LGMD2G, CMD1N",604488,17q12,Cardiovascular
268,"Cardiomyopathy, dilated, with ventricular tachycardia, 608569 (3)","ABCC9, SUR2",601439,12p12.1,Cardiovascular
268,"Cardiomyopathy, dilated, X-linked, 302045 (3)","DMD, BMD",300377,Xp21.2,Cardiovascular
268,"Cardiomyopathy, familial hypertrophic, 10, 608758 (3)","MYL2, CMH10",160781,12q23-q24.3,Cardiovascular
268,"Cardiomyopathy, familial hypertrophic, 1, 192600 (3)","MYH7, CMH1, MPD1",160760,14q12,Cardiovascular
268,"Cardiomyopathy, familial hypertrophic, 192600 (3)",ACTC,102540,15q14,Cardiovascular
268,"Cardiomyopathy, familial hypertrophic, 192600 (3)","CAV3, LGMD1C",601253,3p25,Cardiovascular
268,"Cardiomyopathy, familial hypertrophic, 192600 (3)","MYH6, ASD3, MYHCA",160710,14q12,Cardiovascular
268,"Cardiomyopathy, familial hypertrophic, 192600 (3) ()",TNNC1,191040,3p21.3-p14.3,Cardiovascular
268,"Cardiomyopathy, familial hypertrophic, 2, 115195 (3)","TNNT2, CMH2, CMD1D",191045,1q32,Cardiovascular
268,"Cardiomyopathy, familial hypertrophic, 3, 115196 (3)","TPM1, CMH3",191010,15q22.1,Cardiovascular
268,"Cardiomyopathy, familial hypertrophic (3)",TNNI3,191044,19q13.4,Cardiovascular
268,"Cardiomyopathy, familial hypertrophic, 4, 115197 (3)","MYBPC3, CMH4",600958,11p11.2,Cardiovascular
268,"Cardiomyopathy, familial hypertrophic, 9 (3)","TTN, CMD1G, TMD, LGMD2J",188840,2q24.3,Cardiovascular
268,"Cardiomyopathy, familial restrictive, 115210 (3)",TNNI3,191044,19q13.4,Cardiovascular
268,"Cardiomyopathy, hypertrophic, early-onset fatal (3)",COX15,603646,10q24,Cardiovascular
268,"Cardiomyopathy, hypertrophic, mid-left ventricular chamber type, 608758 (3)","MYL2, CMH10",160781,12q23-q24.3,Cardiovascular
268,"Cardiomyopathy, hypertrophic, midventricular, digenic, 192600 (3)","MYLK2, MLCK",606566,20q13.3,Cardiovascular
268,"Cardiomyopathy, hypertrophic, with WPW, 600858 (3)","PRKAG2, WPWS",602743,7q36,Cardiovascular
268,"Cardiomyopathy, idiopathic dilated, 115200 (3)","PLN, PLB",172405,6q22.1,Cardiovascular
268,"Cardiomyopathy, X-linked dilated, 300069 (3)","TAZ, EFE2, BTHS, CMD3A, LVNCX",300394,Xq28,Cardiovascular
269,"Carney complex, type 1, 160980 (3)","PRKAR1A, TSE1, CNC1, CAR",188830,17q23-q24,multiple
269,"Carney complex variant, 608837 (3)",MYH8,160741,17p13.1,multiple
271,Carnitine-acylcarnitine translocase deficiency (3),"SLC25A20, CACT, CAC",212138,3p21.31,Metabolic
272,"Carnitine deficiency, systemic primary, 212140 (3)","SLC22A5, OCTN2, CDSP, SCD",603377,5q31.1,Metabolic
275,"Carpal tunnel syndrome, familial (3)","TTR, PALB",176300,18q11.2-q12.1,Unclassified
276,"Cartilage-hair hypoplasia, 250250 (3)","RMRP, RMRPR, CHH",157660,9p21-p12,Skeletal
277,"Cataract, autosomal dominant nuclear (3)","CRYAA, CRYA1",123580,21q22.3,Ophthamological
277,"Cataract, cerulean, type 2, 601547 (3)","CRYBB2, CRYB2",123620,22q11.2-q12.2,Ophthamological
277,"Cataract, congenital (3)",PITX3,602669,10q25,Ophthamological
277,"Cataract, congenital, 604219 (3)","BFSP2, CP49, CP47",603212,3q21-q25,Ophthamological
277,"Cataract, congenital progressive, autosomal recessive (3)","CRYAA, CRYA1",123580,21q22.3,Ophthamological
277,"Cataract, congenital, with late-onset corneal dystrophy (3)","PAX6, AN2, MGDA",607108,11p13,Ophthamological
277,"Cataract, congenital zonular, with sutural opacities, 600881 (3)","CRYBA1, CRYB1",123610,17q11.1-q12,Ophthamological
277,"Cataract, Coppock-like, 604307 (3)","CRYGC, CRYG3, CCL",123680,2q33-q35,Ophthamological
277,"Cataract, cortical pulverulent, late-onset (3)","LIM2, MP19",154045,19q13.4,Ophthamological
277,"Cataract, crystalline aculeiform, 115700 (3)","CRYGD, CRYG4",123690,2q33-q35,Ophthamological
277,"Cataract, juvenile-onset, 604219 (3)","BFSP2, CP49, CP47",603212,3q21-q25,Ophthamological
277,"Cataract, lamellar, 116800 (3)","HSF4, CTM",602438,16q21-q22.1,Ophthamological
277,"Cataract, Marner type, 116800 (3)","HSF4, CTM",602438,16q21-q22.1,Ophthamological
277,"Cataract, polymorphic and lamellar, 604219 (3)","MIP, AQP0",154050,12q13,Ophthamological
277,"Cataract, posterior polar 2 (3)","CRYAB, CRYA2, CTPP2",123590,11q22.3-q23.1,Ophthamological
277,"Cataract, pulverulent (3)",CRYBB1,600929,22q11.2-q12.1,Ophthamological
277,"Cataracts, punctate, progressive juvenile-onset (3)","CRYGD, CRYG4",123690,2q33-q35,Ophthamological
277,"Cataract, sutural, with punctate and cerulean opacities, 607133 (3)","CRYBB2, CRYB2",123620,22q11.2-q12.2,Ophthamological
277,"Cataract, variable zonular pulverulent (3)","CRYGC, CRYG3, CCL",123680,2q33-q35,Ophthamological
277,"Cataract, zonular central nuclear, autosomal dominant (3)","CRYAA, CRYA1",123580,21q22.3,Ophthamological
277,"Cataract, zonular pulverulent-1, 116200 (3)","GJA8, CX50, CAE1",600897,1q21.1,Ophthamological
277,"Cataract, zonular pulverulent-3, 601885 (3)","GJA3, CX46, CZP3, CAE3",121015,13q11,Ophthamological
279,"Cavernous malformations of CNS and retina, 116860 (3)","CCM1, CAM, KRIT1",604214,7q11.2-q21,Cardiovascular
